ID,STOREID,PRODUCTID,QUANTITY,UNITPRICE,SUBTOTAL
847,5,15,1,6,6
848,6,9,2,5,10
849,6,11,2,5,10
850,6,17,2,7,14
851,1,36,2,4,8
852,8,35,2,5,10
852,3,13,2,5,10
853,10,2,1,6,6
853,10,34,1,5,5
853,2,14,1,5,5
854,3,9,2,5,10
854,3,11,2,5,10
855,2,25,2,6,12
855,6,30,2,6,12
856,3,29,1,6,6
857,4,21,1,6,6
858,3,29,2,6,12
858,5,19,2,6,12
859,5,24,1,8,8
859,1,37,1,4,4
860,9,1,2,4,8
861,1,1,1,4,4
861,3,16,1,6,6
862,6,37,2,4,8
863,5,22,2,8,16
863,4,13,1,5,5
863,7,21,2,6,12
864,1,10,2,5,10
865,6,30,1,6,6
865,9,7,1,3,3
865,1,27,2,4,8
865,9,12,2,5,10
866,3,14,1,5,5
867,4,38,2,6,12
868,8,20,2,5,10
869,3,1,2,4,8
870,9,16,2,6,12
871,10,7,1,3,3
872,3,22,1,8,8
873,5,38,1,6,6
873,4,23,2,6,12
873,9,13,1,5,5
873,4,33,2,4,8
873,8,8,2,5,10
874,4,5,2,6,12
875,2,21,2,6,12
876,8,35,1,5,5
876,5,1,1,4,4
877,7,36,1,4,4
877,2,19,1,6,6
878,8,15,2,6,12
879,1,27,1,4,4
880,1,16,2,6,12
881,7,14,2,5,10
882,10,3,2,5,10
883,6,5,1,6,6
884,9,15,2,6,12
885,10,1,1,4,4
886,1,13,2,5,10
886,8,14,1,5,5
887,6,38,2,6,12
888,6,2,1,6,6
889,3,37,1,4,4
890,1,35,1,5,5
891,9,24,1,8,8
892,7,37,1,4,4
893,2,20,2,5,10
894,3,17,1,7,7
894,3,12,1,5,5
894,5,17,1,7,7
895,8,13,1,5,5
896,8,34,1,5,5
897,3,15,2,6,12
898,2,10,2,5,10
898,6,31,2,6,12
899,4,13,1,5,5
900,7,11,1,5,5
901,9,11,1,5,5
902,8,38,2,6,12
903,3,26,1,4,4
904,9,25,2,6,12
905,1,11,1,5,5
905,1,6,1,3,3
906,8,1,2,4,8
907,4,35,2,5,10
907,1,17,1,7,7
907,4,31,1,6,6
908,1,30,2,6,12
909,6,28,1,5,5
910,10,11,2,5,10
910,3,10,1,5,5
910,6,16,2,6,12
911,3,6,1,3,3
911,5,10,1,5,5
911,6,7,2,3,6
911,3,17,2,7,14
912,7,9,2,5,10
913,6,32,2,3,6
914,5,12,2,5,10
915,4,5,1,6,6
915,10,23,1,6,6
915,6,4,2,5,10
916,5,10,2,5,10
917,4,27,1,4,4
918,9,31,1,6,6
919,1,10,1,5,5
920,4,15,1,6,6
921,1,12,2,5,10
922,2,30,1,6,6
923,2,32,2,3,6
924,7,26,2,4,8
925,9,30,1,6,6
926,10,30,2,6,12
927,6,17,2,7,14
928,1,8,2,5,10
928,5,13,1,5,5
929,7,4,2,5,10
930,1,25,1,6,6
930,1,26,2,4,8
930,1,32,1,3,3
931,3,33,2,4,8
932,1,3,1,5,5
933,8,27,1,4,4
934,1,27,1,4,4
935,2,22,2,8,16
936,1,26,1,4,4
936,3,2,1,6,6
937,7,13,2,5,10
938,4,25,1,6,6
939,7,10,1,5,5
940,3,18,2,8,16
941,6,5,2,6,12
942,1,24,2,8,16
942,1,24,1,8,8
943,3,10,2,5,10
944,10,20,1,5,5
945,4,37,1,4,4
946,10,34,2,5,10
947,6,11,2,5,10
948,9,21,2,6,12
948,2,13,1,5,5
949,10,4,2,5,10
950,5,17,2,7,14
951,7,18,1,8,8
952,7,28,2,5,10
952,6,37,2,4,8
953,7,9,1,5,5
954,1,30,1,6,6
955,3,29,2,6,12
956,10,5,2,6,12
957,4,23,1,6,6
958,2,8,1,5,5
959,9,12,2,5,10
960,4,13,1,5,5
961,9,26,2,4,8
962,9,15,1,6,6
963,9,5,1,6,6
964,8,23,1,6,6
965,10,6,2,3,6
966,3,38,2,6,12
967,6,37,1,4,4
968,10,32,2,3,6
969,4,10,2,5,10
970,7,13,2,5,10
970,1,9,2,5,10
971,6,35,2,5,10
972,9,11,2,5,10
973,9,35,2,5,10
974,10,16,2,6,12
974,5,1,2,4,8
975,5,3,1,5,5
976,7,16,2,6,12
977,8,11,2,5,10
978,2,20,2,5,10
978,7,11,1,5,5
979,3,5,1,6,6
980,5,38,1,6,6
980,2,1,1,4,4
981,7,29,2,6,12
982,10,36,1,4,4
983,5,5,2,6,12
983,8,14,2,5,10
984,8,20,1,5,5
985,8,16,2,6,12
986,5,10,2,5,10
986,6,2,2,6,12
987,3,20,1,5,5
988,10,25,1,6,6
988,7,1,2,4,8
989,3,37,1,4,4
990,2,1,2,4,8
990,3,24,1,8,8
990,10,16,1,6,6
990,6,32,1,3,3
991,3,4,2,5,10
992,4,11,2,5,10
993,5,2,1,6,6
993,1,37,1,4,4
994,7,28,2,5,10
994,5,36,2,4,8
994,4,5,1,6,6
995,4,31,2,6,12
996,5,24,2,8,16
997,10,35,2,5,10
997,10,21,2,6,12
998,2,31,2,6,12
999,7,5,1,6,6
999,3,7,2,3,6
999,1,1,1,4,4
1000,3,13,2,5,10
1001,9,23,1,6,6
1002,8,34,1,5,5
1003,1,16,1,6,6
1004,1,13,2,5,10
1005,8,3,1,5,5
1006,1,4,2,5,10
1007,5,35,2,5,10
1008,5,15,2,6,12
1009,1,17,1,7,7
1009,5,19,1,6,6
1010,4,20,1,5,5
1010,4,6,2,3,6
1011,6,20,1,5,5
1012,6,3,2,5,10
1013,7,11,1,5,5
1014,5,25,2,6,12
1014,6,23,2,6,12
1015,7,35,1,5,5
1016,7,3,2,5,10
1017,5,17,1,7,7
1018,5,12,2,5,10
1019,7,2,1,6,6
1020,1,25,2,6,12
1021,1,28,2,5,10
1022,1,12,1,5,5
1023,3,31,1,6,6
1024,9,33,2,4,8
1025,8,35,1,5,5
1026,6,1,2,4,8
1027,8,33,1,4,4
1028,8,19,2,6,12
1028,5,25,2,6,12
1029,7,28,1,5,5
1030,1,29,2,6,12
1031,9,20,1,5,5
1032,7,9,2,5,10
1032,6,31,1,6,6
1032,5,27,1,4,4
1033,2,3,1,5,5
1033,3,18,1,8,8
1033,3,27,2,4,8
1034,10,7,1,3,3
1035,7,36,2,4,8
1036,1,21,1,6,6
1036,7,36,2,4,8
1037,5,18,2,8,16
1037,6,36,2,4,8
1037,9,23,1,6,6
1037,10,3,2,5,10
1038,1,18,2,8,16
1039,2,1,2,4,8
1040,5,19,2,6,12
1041,6,36,2,4,8
1042,7,31,2,6,12
1042,10,26,2,4,8
1043,5,24,1,8,8
1044,10,36,1,4,4
1044,6,10,1,5,5
1044,2,1,2,4,8
1044,4,34,2,5,10
1045,4,25,2,6,12
1046,8,8,2,5,10
1047,3,12,1,5,5
1047,2,29,2,6,12
1048,3,25,2,6,12
1049,8,1,1,4,4
1050,8,3,2,5,10
1051,9,16,2,6,12
1052,7,35,2,5,10
1052,1,21,2,6,12
1053,5,15,1,6,6
1054,6,19,2,6,12
1055,6,19,1,6,6
1056,10,19,1,6,6
1057,3,22,2,8,16
1058,10,32,2,3,6
1059,7,2,2,6,12
1060,6,36,1,4,4
1061,2,4,2,5,10
1061,2,26,2,4,8
1062,9,13,2,5,10
1062,7,7,1,3,3
1063,3,20,2,5,10
1064,4,24,2,8,16
1064,8,14,2,5,10
1064,4,13,1,5,5
1065,8,7,2,3,6
1066,10,37,1,4,4
1066,10,19,2,6,12
1067,8,9,2,5,10
1067,9,16,1,6,6
1068,9,37,2,4,8
1069,9,13,1,5,5
1070,10,5,2,6,12
1071,5,1,2,4,8
1072,3,24,1,8,8
1073,10,15,1,6,6
1074,10,38,2,6,12
1075,3,31,2,6,12
1075,6,34,1,5,5
1076,2,33,2,4,8
1076,5,14,2,5,10
1077,8,25,1,6,6
1078,6,14,1,5,5
1079,1,30,1,6,6
1079,2,29,1,6,6
1080,5,6,1,3,3
1081,1,34,2,5,10
1082,4,33,1,4,4
1083,5,16,2,6,12
1084,2,12,1,5,5
1084,10,36,1,4,4
1085,10,2,2,6,12
1086,5,9,1,5,5
1087,5,35,2,5,10
1088,2,16,2,6,12
1089,8,30,2,6,12
1090,1,25,1,6,6
1091,9,18,1,8,8
1092,7,20,2,5,10
1093,7,12,2,5,10
1093,9,5,2,6,12
1093,4,11,2,5,10
1093,6,20,1,5,5
1093,2,17,2,7,14
1094,10,7,2,3,6
1094,1,5,1,6,6
1095,5,30,1,6,6
1096,6,31,2,6,12
1097,5,9,1,5,5
1098,3,8,2,5,10
1099,3,37,1,4,4
1100,6,5,2,6,12
1101,2,13,2,5,10
1102,8,11,2,5,10
1102,1,33,2,4,8
1103,3,23,1,6,6
1104,7,2,2,6,12
1105,8,10,2,5,10
1105,2,37,2,4,8
1106,2,22,2,8,16
1107,7,25,1,6,6
1108,8,22,2,8,16
1108,8,4,1,5,5
1109,4,25,1,6,6
1109,10,18,2,8,16
1110,8,13,2,5,10
1110,2,2,1,6,6
1111,1,28,1,5,5
1112,1,35,1,5,5
1112,4,29,2,6,12
1113,3,15,2,6,12
1114,10,8,1,5,5
1115,1,30,2,6,12
1116,2,20,1,5,5
1117,1,35,2,5,10
1118,2,30,1,6,6
1119,8,37,2,4,8
1119,1,19,1,6,6
1120,4,34,2,5,10
1121,2,25,1,6,6
1122,4,31,1,6,6
1123,8,34,1,5,5
1124,6,36,1,4,4
1125,2,6,2,3,6
1126,6,29,1,6,6
1127,5,24,2,8,16
1128,5,37,1,4,4
1129,8,29,1,6,6
1129,9,28,1,5,5
1130,5,35,2,5,10
1131,3,9,1,5,5
1132,2,28,2,5,10
1133,3,21,2,6,12
1134,1,21,1,6,6
1135,4,2,2,6,12
1136,3,18,1,8,8
1137,2,3,1,5,5
1138,7,2,1,6,6
1139,1,34,1,5,5
1139,6,13,1,5,5
1140,6,32,2,3,6
1141,5,25,2,6,12
1142,6,9,2,5,10
1143,2,10,1,5,5
1143,1,20,1,5,5
1144,4,12,2,5,10
1144,5,25,1,6,6
1145,9,1,2,4,8
1146,6,31,2,6,12
1147,6,33,1,4,4
1147,6,4,2,5,10
1148,3,19,2,6,12
1148,8,6,2,3,6
1148,6,38,1,6,6
1148,8,34,2,5,10
1148,7,36,1,4,4
1149,5,26,2,4,8
1150,5,9,2,5,10
1151,8,36,2,4,8
1151,3,25,1,6,6
1152,3,12,2,5,10
1152,2,2,1,6,6
1153,5,7,2,3,6
1154,8,19,1,6,6
1155,2,28,2,5,10
1155,3,35,1,5,5
1155,6,21,2,6,12
1156,1,2,2,6,12
1156,5,33,1,4,4
1157,3,5,1,6,6
1158,8,34,1,5,5
1159,6,10,2,5,10
1159,6,11,2,5,10
1160,3,15,1,6,6
1161,8,2,1,6,6
1162,9,9,1,5,5
1163,1,12,2,5,10
1164,9,29,2,6,12
1165,4,5,1,6,6
1165,4,9,1,5,5
1166,4,11,2,5,10
1167,9,30,2,6,12
1168,10,24,2,8,16
1169,3,27,2,4,8
1170,1,7,2,3,6
1171,1,6,1,3,3
1172,8,4,2,5,10
1173,1,3,2,5,10
1174,8,9,1,5,5
1174,10,10,1,5,5
1175,10,32,1,3,3
1176,8,6,1,3,3
1176,3,33,2,4,8
1176,7,8,2,5,10
1177,3,30,1,6,6
1178,10,35,2,5,10
1179,7,26,2,4,8
1180,7,17,1,7,7
1181,6,17,1,7,7
1182,9,32,2,3,6
1183,5,19,2,6,12
1184,9,9,1,5,5
1185,1,17,1,7,7
1185,10,28,1,5,5
1186,2,2,1,6,6
1186,2,31,2,6,12
1187,6,2,2,6,12
1188,2,36,2,4,8
1188,2,18,2,8,16
1189,6,23,2,6,12
1190,2,5,1,6,6
1191,5,6,2,3,6
1192,1,30,1,6,6
1193,4,32,1,3,3
1194,7,14,2,5,10
1195,8,36,1,4,4
1196,3,11,1,5,5
1197,8,32,2,3,6
1198,8,29,1,6,6
1199,9,38,2,6,12
1199,5,3,2,5,10
1200,8,29,2,6,12
1201,8,30,2,6,12
1202,4,22,1,8,8
1203,7,18,2,8,16
1204,3,9,2,5,10
1205,10,16,2,6,12
1206,9,26,1,4,4
1207,5,31,2,6,12
1208,3,35,1,5,5
1208,6,18,2,8,16
1209,10,26,2,4,8
1210,3,3,1,5,5
1211,10,36,2,4,8
1212,5,38,2,6,12
1213,3,10,1,5,5
1213,4,5,1,6,6
1214,10,12,1,5,5
1215,7,35,1,5,5
1216,2,26,1,4,4
1217,5,19,2,6,12
1218,6,16,1,6,6
1218,3,30,1,6,6
1218,10,25,2,6,12
1218,9,38,2,6,12
1219,10,38,2,6,12
1220,2,9,2,5,10
1220,5,33,1,4,4
1221,2,22,1,8,8
1222,5,16,2,6,12
1223,4,7,1,3,3
1224,1,37,1,4,4
1225,4,6,1,3,3
1226,6,26,1,4,4
1226,1,36,2,4,8
1226,9,36,2,4,8
1227,3,38,2,6,12
1227,1,12,2,5,10
1227,10,16,1,6,6
1228,5,35,1,5,5
1228,10,7,2,3,6
1228,9,36,2,4,8
1229,5,13,2,5,10
1230,1,29,1,6,6
1231,10,36,2,4,8
1232,2,37,1,4,4
1233,1,33,1,4,4
1233,7,8,1,5,5
1234,9,33,2,4,8
1235,9,22,1,8,8
1235,10,7,1,3,3
1235,8,9,1,5,5
1236,4,17,1,7,7
1236,7,19,1,6,6
1237,2,32,1,3,3
1238,1,12,1,5,5
1239,4,3,1,5,5
1240,2,17,1,7,7
1240,1,7,2,3,6
1241,7,36,2,4,8
1242,4,4,2,5,10
1242,10,22,2,8,16
1243,10,8,1,5,5
1244,6,37,2,4,8
1245,9,14,1,5,5
1246,7,21,1,6,6
1247,4,32,2,3,6
1248,9,32,1,3,3
1249,2,23,2,6,12
1250,8,6,1,3,3
1251,4,13,1,5,5
1252,5,2,2,6,12
1252,8,37,2,4,8
1253,8,11,2,5,10
1254,7,14,2,5,10
1255,9,10,2,5,10
1255,3,27,2,4,8
1256,2,31,2,6,12
1257,8,25,1,6,6
1258,3,5,2,6,12
1259,9,7,1,3,3
1260,5,36,2,4,8
1261,10,15,1,6,6
1262,8,9,1,5,5
1263,3,8,2,5,10
1264,10,38,2,6,12
1265,7,2,2,6,12
1265,2,11,1,5,5
1266,1,20,1,5,5
1267,8,27,2,4,8
1268,2,24,1,8,8
1269,10,21,1,6,6
1269,5,24,2,8,16
1270,8,4,2,5,10
1270,6,38,2,6,12
1270,3,5,1,6,6
1271,9,12,2,5,10
1272,6,7,2,3,6
1273,10,15,2,6,12
1274,10,16,1,6,6
1275,4,17,2,7,14
1276,6,14,1,5,5
1277,10,20,1,5,5
1278,8,30,1,6,6
1278,4,15,1,6,6
1279,10,35,2,5,10
1280,6,31,1,6,6
1281,1,32,2,3,6
1282,5,21,2,6,12
1283,2,30,2,6,12
1283,7,25,2,6,12
1284,3,20,1,5,5
1284,7,37,2,4,8
1285,4,21,1,6,6
1286,8,37,2,4,8
1287,9,5,2,6,12
1288,7,27,1,4,4
1289,3,17,1,7,7
1290,7,20,2,5,10
1291,4,21,2,6,12
1291,4,6,1,3,3
1292,4,25,2,6,12
1293,5,36,1,4,4
1293,5,15,2,6,12
1293,10,22,2,8,16
1294,8,16,2,6,12
1295,6,10,2,5,10
1296,3,11,2,5,10
1297,5,2,2,6,12
1298,4,2,2,6,12
1299,2,13,1,5,5
1299,4,5,1,6,6
1300,4,36,2,4,8
1301,10,6,2,3,6
1302,5,11,2,5,10
1302,2,33,2,4,8
1303,4,14,1,5,5
1304,7,37,1,4,4
1305,7,34,2,5,10
1306,8,3,1,5,5
1306,8,4,2,5,10
1306,7,15,2,6,12
1307,6,33,1,4,4
1308,8,33,2,4,8
1309,6,11,2,5,10
1310,9,3,1,5,5
1311,9,27,1,4,4
1311,1,25,1,6,6
1312,8,37,2,4,8
1312,9,26,2,4,8
1312,3,37,1,4,4
1312,6,24,1,8,8
1312,7,21,1,6,6
1313,6,34,1,5,5
1314,8,35,2,5,10
1315,10,25,2,6,12
1316,6,18,2,8,16
1317,2,26,2,4,8
1317,3,8,2,5,10
1317,6,11,1,5,5
1318,1,7,1,3,3
1318,2,25,1,6,6
1318,9,28,1,5,5
1319,8,28,2,5,10
1320,7,10,2,5,10
1321,8,16,2,6,12
1322,2,24,2,8,16
1322,8,26,2,4,8
1323,7,29,1,6,6
1324,7,14,2,5,10
1324,9,16,2,6,12
1325,6,29,1,6,6
1325,2,29,1,6,6
1326,3,33,2,4,8
1326,5,37,2,4,8
1327,7,37,2,4,8
1328,3,33,1,4,4
1329,4,13,2,5,10
1330,10,2,2,6,12
1331,2,32,1,3,3
1331,1,13,1,5,5
1332,6,12,1,5,5
1333,5,16,2,6,12
1334,4,30,1,6,6
1335,2,29,2,6,12
1336,5,4,2,5,10
1337,5,30,1,6,6
1337,8,30,2,6,12
1338,9,3,2,5,10
1339,4,18,1,8,8
1340,7,19,1,6,6
1341,7,33,1,4,4
1342,5,9,2,5,10
1342,1,15,2,6,12
1342,2,11,2,5,10
1342,2,31,1,6,6
1343,6,2,1,6,6
1344,9,11,1,5,5
1344,6,3,2,5,10
1345,4,10,1,5,5
1346,7,3,1,5,5
1347,4,12,1,5,5
1348,7,32,1,3,3
1349,3,12,2,5,10
1349,2,27,2,4,8
1350,10,12,1,5,5
1350,5,28,1,5,5
1351,10,13,2,5,10
1352,1,8,1,5,5
1353,6,7,1,3,3
1353,9,37,1,4,4
1354,8,10,1,5,5
1355,3,10,2,5,10
1355,3,2,2,6,12
1356,4,12,2,5,10
1357,9,4,1,5,5
1358,6,35,1,5,5
1359,1,29,2,6,12
1359,5,30,2,6,12
1360,5,4,1,5,5
1361,3,13,2,5,10
1361,5,5,2,6,12
1362,6,24,1,8,8
1363,6,13,2,5,10
1364,3,8,1,5,5
1364,4,8,2,5,10
1365,6,11,1,5,5
1365,10,31,1,6,6
1366,10,21,2,6,12
1367,6,37,1,4,4
1367,4,20,1,5,5
1368,10,20,1,5,5
1369,9,26,1,4,4
1370,4,4,1,5,5
1371,2,26,1,4,4
1372,3,32,2,3,6
1372,2,28,1,5,5
1373,8,15,2,6,12
1374,8,2,2,6,12
1375,10,2,2,6,12
1376,5,35,1,5,5
1376,2,5,1,6,6
1377,4,27,1,4,4
1378,5,35,1,5,5
1379,8,31,2,6,12
1380,3,25,2,6,12
1380,8,30,1,6,6
1380,5,15,2,6,12
1381,7,10,2,5,10
1382,3,2,2,6,12
1383,9,13,2,5,10
1384,5,36,1,4,4
1385,1,21,1,6,6
1386,6,26,1,4,4
1387,7,22,1,8,8
1388,7,4,1,5,5
1389,4,5,1,6,6
1390,6,31,2,6,12
1391,9,36,1,4,4
1392,2,6,1,3,3
1392,3,31,1,6,6
1392,10,27,2,4,8
1393,5,21,2,6,12
1393,3,27,2,4,8
1394,9,5,2,6,12
1394,7,16,2,6,12
1395,8,35,1,5,5
1396,3,23,1,6,6
1397,7,30,1,6,6
1397,5,22,1,8,8
1398,7,33,2,4,8
1398,4,8,2,5,10
1399,7,25,2,6,12
1400,3,6,2,3,6
1400,6,18,1,8,8
1401,10,9,2,5,10
1402,6,36,1,4,4
1402,8,23,2,6,12
1403,7,1,1,4,4
1403,7,25,2,6,12
1404,5,11,2,5,10
1405,8,21,1,6,6
1406,10,30,2,6,12
1406,1,17,2,7,14
1407,5,26,2,4,8
1408,10,19,2,6,12
1409,1,16,2,6,12
1410,5,34,1,5,5
1411,1,30,2,6,12
1411,8,16,2,6,12
1412,9,22,2,8,16
1413,2,22,2,8,16
1413,10,32,2,3,6
1413,6,38,1,6,6
1414,8,16,1,6,6
1415,5,29,2,6,12
1416,2,4,2,5,10
1417,2,8,2,5,10
1418,3,4,2,5,10
1418,7,13,1,5,5
1419,1,2,2,6,12
1420,7,10,1,5,5
1420,4,6,1,3,3
1421,5,4,2,5,10
1422,7,5,1,6,6
1422,3,23,2,6,12
1423,9,24,1,8,8
1424,9,38,1,6,6
1424,1,27,1,4,4
1425,5,26,1,4,4
1426,2,38,2,6,12
1427,10,32,1,3,3
1427,5,35,2,5,10
1427,5,7,1,3,3
1428,10,14,2,5,10
1429,10,28,2,5,10
1429,1,16,1,6,6
1430,10,2,1,6,6
1431,1,13,1,5,5
1432,6,35,2,5,10
1433,4,34,2,5,10
1433,2,24,1,8,8
1433,8,13,2,5,10
1433,2,7,2,3,6
1434,6,10,2,5,10
1435,4,29,2,6,12
1436,3,6,2,3,6
1436,1,6,1,3,3
1437,5,33,2,4,8
1438,6,28,2,5,10
1439,10,26,2,4,8
1440,10,7,1,3,3
1441,5,27,2,4,8
1442,10,14,1,5,5
1443,5,10,2,5,10
1444,9,25,2,6,12
1445,3,7,2,3,6
1445,5,34,2,5,10
1445,1,10,1,5,5
1446,7,21,2,6,12
1447,9,11,2,5,10
1448,4,35,2,5,10
1449,2,5,1,6,6
1450,10,16,1,6,6
1451,8,16,1,6,6
1452,9,32,1,3,3
1453,6,23,2,6,12
1454,2,28,1,5,5
1454,1,15,1,6,6
1455,5,6,1,3,3
1456,4,10,1,5,5
1457,1,12,1,5,5
1457,8,5,1,6,6
1458,9,1,1,4,4
1459,7,22,1,8,8
1460,2,34,1,5,5
1461,5,12,1,5,5
1461,6,25,1,6,6
1462,2,3,1,5,5
1463,1,16,2,6,12
1464,1,17,2,7,14
1465,9,19,1,6,6
1466,9,2,1,6,6
1467,3,35,2,5,10
1468,6,21,2,6,12
1469,7,21,2,6,12
1470,7,7,1,3,3
1470,3,33,1,4,4
1471,2,17,2,7,14
1472,5,12,1,5,5
1473,5,4,1,5,5
1474,4,33,2,4,8
1475,9,3,1,5,5
1475,1,18,1,8,8
1476,8,23,1,6,6
1477,9,19,2,6,12
1478,4,10,2,5,10
1479,3,26,1,4,4
1480,8,14,1,5,5
1481,1,33,1,4,4
1481,5,4,1,5,5
1482,5,14,2,5,10
1482,10,13,2,5,10
1482,8,38,2,6,12
1483,4,35,2,5,10
1484,1,5,2,6,12
1485,5,28,1,5,5
1486,1,7,1,3,3
1486,3,23,2,6,12
1487,10,23,1,6,6
1487,8,36,1,4,4
1487,4,33,2,4,8
1487,8,33,1,4,4
1488,8,31,1,6,6
1488,1,3,1,5,5
1489,8,33,1,4,4
1490,1,25,1,6,6
1490,4,13,1,5,5
1490,2,34,1,5,5
1491,2,7,1,3,3
1492,1,9,1,5,5
1493,2,27,2,4,8
1494,2,21,2,6,12
1495,3,5,2,6,12
1495,6,6,1,3,3
1495,4,19,2,6,12
1496,3,5,2,6,12
1497,5,34,2,5,10
1498,5,13,2,5,10
1498,4,33,1,4,4
1499,7,6,2,3,6
1500,4,22,1,8,8
1500,2,23,2,6,12
1501,3,23,1,6,6
1502,7,29,1,6,6
1503,10,31,2,6,12
1503,1,36,2,4,8
1504,5,5,1,6,6
1505,1,3,2,5,10
1506,10,28,1,5,5
1507,1,22,2,8,16
1507,1,23,2,6,12
1508,1,6,1,3,3
1509,8,31,2,6,12
1510,7,35,2,5,10
1511,1,22,1,8,8
1512,7,5,2,6,12
1513,3,2,2,6,12
1513,9,33,1,4,4
1513,8,12,1,5,5
1514,6,29,2,6,12
1515,9,14,1,5,5
1516,3,18,1,8,8
1517,1,33,2,4,8
1518,6,30,1,6,6
1519,8,32,2,3,6
1519,2,31,1,6,6
1519,6,25,2,6,12
1520,4,15,2,6,12
1521,4,31,1,6,6
1522,5,8,2,5,10
1523,10,35,1,5,5
1524,7,8,2,5,10
1525,5,22,2,8,16
1525,8,23,1,6,6
1526,8,4,2,5,10
1527,4,37,2,4,8
1528,6,38,1,6,6
1529,9,19,1,6,6
1530,7,22,2,8,16
1531,1,30,2,6,12
1532,7,28,2,5,10
1533,2,19,2,6,12
1533,4,27,2,4,8
1534,6,28,1,5,5
1535,10,17,2,7,14
1535,9,36,1,4,4
1536,1,24,1,8,8
1537,4,13,2,5,10
1538,9,5,1,6,6
1539,1,22,2,8,16
1540,1,20,2,5,10
1540,9,32,1,3,3
1541,5,29,1,6,6
1542,9,31,2,6,12
1543,8,7,2,3,6
1544,4,22,1,8,8
1545,1,2,1,6,6
1546,3,37,2,4,8
1547,4,25,1,6,6
1547,8,8,2,5,10
1547,4,27,1,4,4
1548,5,8,2,5,10
1548,9,21,1,6,6
1549,8,17,2,7,14
1549,5,38,1,6,6
1549,6,14,2,5,10
1549,8,34,2,5,10
1550,2,24,2,8,16
1551,9,32,2,3,6
1552,10,17,1,7,7
1552,5,19,1,6,6
1552,7,25,1,6,6
1553,8,22,2,8,16
1554,2,21,2,6,12
1555,4,36,1,4,4
1556,9,29,2,6,12
1557,2,10,1,5,5
1558,9,10,2,5,10
1559,3,13,2,5,10
1559,10,5,1,6,6
1560,2,9,1,5,5
1561,1,7,2,3,6
1562,9,37,2,4,8
1563,7,3,2,5,10
1564,4,15,2,6,12
1565,3,26,1,4,4
1566,3,9,2,5,10
1567,6,26,1,4,4
1568,6,10,2,5,10
1568,3,4,1,5,5
1568,7,28,2,5,10
1569,6,17,2,7,14
1569,8,16,2,6,12
1569,5,38,1,6,6
1569,3,2,2,6,12
1570,1,2,1,6,6
1570,10,29,2,6,12
1570,4,13,2,5,10
1571,7,15,1,6,6
1572,1,12,2,5,10
1573,1,13,1,5,5
1574,7,8,2,5,10
1575,6,34,1,5,5
1576,5,5,2,6,12
1576,9,30,2,6,12
1577,7,13,2,5,10
1578,2,33,1,4,4
1579,5,37,1,4,4
1580,5,36,2,4,8
1581,1,27,2,4,8
1582,5,6,2,3,6
1582,4,19,2,6,12
1583,7,38,1,6,6
1583,1,5,1,6,6
1583,2,5,1,6,6
1583,5,26,2,4,8
1583,8,36,2,4,8
1584,7,32,1,3,3
1585,5,9,2,5,10
1586,7,13,2,5,10
1587,9,19,2,6,12
1588,2,8,1,5,5
1588,6,12,2,5,10
1589,8,2,2,6,12
1590,9,9,1,5,5
1591,8,12,1,5,5
1591,1,35,1,5,5
1592,1,14,2,5,10
1592,7,6,1,3,3
1593,7,37,1,4,4
1594,8,15,1,6,6
1595,2,9,1,5,5
1596,5,36,1,4,4
1597,8,29,2,6,12
1597,7,22,2,8,16
1598,8,19,1,6,6
1599,6,29,2,6,12
1600,8,16,1,6,6
1601,8,4,1,5,5
1602,8,24,1,8,8
1603,8,13,2,5,10
1604,3,12,2,5,10
1605,5,19,1,6,6
1606,10,6,2,3,6
1607,4,24,1,8,8
1608,7,17,1,7,7
1609,5,38,1,6,6
1610,2,26,1,4,4
1610,8,36,2,4,8
1611,10,23,1,6,6
1612,1,23,1,6,6
1613,10,9,2,5,10
1613,10,31,1,6,6
1613,4,27,1,4,4
1613,7,15,2,6,12
1613,9,6,1,3,3
1613,2,33,1,4,4
1613,7,5,2,6,12
1614,1,26,1,4,4
1614,10,26,1,4,4
1614,6,33,2,4,8
1615,9,13,1,5,5
1616,6,17,2,7,14
1617,9,35,2,5,10
1617,7,23,1,6,6
1618,10,25,2,6,12
1619,4,9,2,5,10
1619,9,7,1,3,3
1620,7,15,2,6,12
1621,5,7,2,3,6
1621,2,33,1,4,4
1621,2,4,2,5,10
1622,10,8,2,5,10
1623,8,8,1,5,5
1624,9,12,2,5,10
1625,10,11,2,5,10
1625,10,35,2,5,10
1625,5,20,1,5,5
1625,2,33,2,4,8
1626,8,29,1,6,6
1626,2,5,1,6,6
1627,5,17,2,7,14
1627,10,13,1,5,5
1628,1,15,2,6,12
1629,4,10,2,5,10
1629,6,34,1,5,5
1629,4,27,1,4,4
1629,4,9,2,5,10
1630,6,13,1,5,5
1631,7,22,1,8,8
1632,7,20,1,5,5
1632,6,23,1,6,6
1632,8,34,1,5,5
1633,10,20,1,5,5
1633,1,30,1,6,6
1634,8,18,2,8,16
1635,1,30,1,6,6
1636,3,9,2,5,10
1637,6,31,2,6,12
1637,4,19,2,6,12
1637,4,16,2,6,12
1637,1,25,2,6,12
1638,2,30,2,6,12
1639,10,19,1,6,6
1640,2,38,2,6,12
1641,10,30,2,6,12
1641,10,28,1,5,5
